distortion,level,seed,qp,feature,primary,n_images,family,reference_index,cell_index,raw_rho_difference,oriented_difference,pointwise_low,pointwise_high,pointwise_invalid_resamples,pointwise_evaluable,pointwise_degenerate,simultaneous_low,simultaneous_high
stripes,16,,27,glcm_entropy,True,24,RQ2,226,274,-0.02086956521739136,-0.02086956521739136,-0.12846618021222064,0.10131004366812224,0,True,False,-0.7205953061701799,0.6788561757353971
stripes,16,,27,glcm_homogeneity,True,24,RQ2,227,275,-0.060869565217391175,0.060869565217391175,-0.055944055944055944,0.20521999192690166,0,True,False,-0.6388561757353973,0.7605953061701797
stripes,16,,32,sobel_si,True,24,RQ2,228,276,0.012173913043478257,0.012173913043478257,-0.09122807017543855,0.10683012259194402,0,True,False,-0.6875518279093102,0.7118996539962668
stripes,16,,32,luma_sd,True,24,RQ2,229,277,0.011304347826086997,0.011304347826086997,-0.07080419580419584,0.11120840630472847,0,True,False,-0.6884213931267015,0.7110300887788755
stripes,16,,32,edge_fraction,True,24,RQ2,230,278,0.006956521739130417,0.006956521739130417,-0.0797214138108022,0.09302325581395354,0,True,False,-0.6927692192136581,0.7066822626919189
stripes,16,,32,glcm_contrast,True,24,RQ2,231,279,0.025217391304347858,0.025217391304347858,-0.07894736842105265,0.15162470832287933,0,True,False,-0.6745083496484406,0.7249431322571364
stripes,16,,32,glcm_entropy,True,24,RQ2,232,280,-0.02608695652173909,-0.02608695652173909,-0.16483998246383158,0.12047140986468785,0,True,False,-0.7258126974745276,0.6736387844310494
stripes,16,,32,glcm_homogeneity,True,24,RQ2,233,281,-0.013043478260869712,0.013043478260869712,-0.08391608391608396,0.11770164293791431,0,True,False,-0.6866822626919188,0.7127692192136582
stripes,16,,37,sobel_si,True,24,RQ2,234,282,0.03913043478260869,0.03913043478260869,-0.012423791190561017,0.1223241590214067,0,True,False,-0.6605953061701798,0.7388561757353972
stripes,16,,37,luma_sd,True,24,RQ2,235,283,0.04608695652173911,0.04608695652173911,-0.021006564551422358,0.14567792891619133,0,True,False,-0.6536387844310494,0.7458126974745276
stripes,16,,37,edge_fraction,True,24,RQ2,236,284,-0.01304347826086949,-0.01304347826086949,-0.10434020166593605,0.0725524475524475,0,True,False,-0.712769219213658,0.686682262691919
stripes,16,,37,glcm_contrast,True,24,RQ2,237,285,0.026956521739130435,0.026956521739130435,-0.04811898512685908,0.11413520632133445,0,True,False,-0.6727692192136581,0.7266822626919189
stripes,16,,37,glcm_entropy,True,24,RQ2,238,286,0.01826086956521744,0.01826086956521744,-0.1075174825174825,0.16681226541323693,0,True,False,-0.6814648713875711,0.7179866105180059
stripes,16,,37,glcm_homogeneity,True,24,RQ2,239,287,-0.00521739130434784,0.00521739130434784,-0.08570179274158285,0.09171237642185673,0,True,False,-0.6945083496484407,0.7049431322571363
stripes,32,,22,sobel_si,True,24,RQ2,216,288,0.058260869565217366,0.058260869565217366,-0.09377738825591586,0.23231948506336586,0,True,False,-0.6414648713875711,0.7579866105180059
stripes,32,,22,luma_sd,True,24,RQ2,217,289,0.07130434782608697,0.07130434782608697,-0.07557117750439368,0.2648488142961306,0,True,False,-0.6284213931267015,0.7710300887788755
stripes,32,,22,edge_fraction,True,24,RQ2,218,290,-0.09478260869565203,-0.09478260869565203,-0.3481675392670156,0.09777389786119595,0,True,False,-0.7945083496484405,0.6049431322571365
stripes,32,,22,glcm_contrast,True,24,RQ2,219,291,0.06173913043478263,0.06173913043478263,-0.08471800771107692,0.23184601924759407,0,True,False,-0.6379866105180059,0.7614648713875711
