distortion,level,seed,qp,feature,primary,n_images,family,reference_index,cell_index,raw_rho_difference,oriented_difference,pointwise_low,pointwise_high,pointwise_invalid_resamples,pointwise_evaluable,pointwise_degenerate,simultaneous_low,simultaneous_high
stripes,32,,22,glcm_entropy,True,24,RQ2,220,292,-0.12,-0.12,-0.29820917619803766,0.03238512035010943,0,True,False,-0.8197257409527885,0.5797257409527885
stripes,32,,22,glcm_homogeneity,True,24,RQ2,221,293,-0.021739130434782483,0.021739130434782483,-0.12121608757734395,0.1503496503496503,0,True,False,-0.677986610518006,0.721464871387571
stripes,32,,27,sobel_si,True,24,RQ2,222,294,0.0808695652173913,0.0808695652173913,-0.019264870247078625,0.24332603938730862,0,True,False,-0.6188561757353972,0.7805953061701798
stripes,32,,27,luma_sd,True,24,RQ2,223,295,0.04521739130434782,0.04521739130434782,-0.1303035729104272,0.2547101710308994,0,True,False,-0.6545083496484407,0.7449431322571363
stripes,32,,27,edge_fraction,True,24,RQ2,224,296,-0.07478260869565234,-0.07478260869565234,-0.3121465761436417,0.10737757514093738,0,True,False,-0.7745083496484408,0.6249431322571362
stripes,32,,27,glcm_contrast,True,24,RQ2,225,297,0.08695652173913049,0.08695652173913049,-0.02018429135585787,0.26410144293834703,0,True,False,-0.612769219213658,0.786682262691919
stripes,32,,27,glcm_entropy,True,24,RQ2,226,298,-0.12782608695652187,-0.12782608695652187,-0.3023154215814766,0.00611901489415714,0,True,False,-0.8275518279093104,0.5718996539962666
stripes,32,,27,glcm_homogeneity,True,24,RQ2,227,299,-0.027826086956521667,0.027826086956521667,-0.10162290112146206,0.1554795017498038,0,True,False,-0.6718996539962668,0.7275518279093102
stripes,32,,32,sobel_si,True,24,RQ2,228,300,0.01739130434782621,0.01739130434782621,-0.10912426764866803,0.14398595258999125,0,True,False,-0.6823344366049623,0.7171170453006147
stripes,32,,32,luma_sd,True,24,RQ2,229,301,0.014782608695652233,0.014782608695652233,-0.11563731931668852,0.1373860887009358,0,True,False,-0.6849431322571362,0.7145083496484408
stripes,32,,32,edge_fraction,True,24,RQ2,230,302,-0.09565217391304359,-0.09565217391304359,-0.3152387980942038,0.061243684801981946,0,True,False,-0.7953779148658321,0.6040735670397449
stripes,32,,32,glcm_contrast,True,24,RQ2,231,303,0.03652173913043488,0.03652173913043488,-0.08122270742358073,0.18030634573304172,0,True,False,-0.6632040018223536,0.7362474800832234
stripes,32,,32,glcm_entropy,True,24,RQ2,232,304,-0.1313043478260869,-0.1313043478260869,-0.303375712406839,0.0158311345646438,0,True,False,-0.8310300887788754,0.5684213931267016
stripes,32,,32,glcm_homogeneity,True,24,RQ2,233,305,0.009565217391304115,-0.009565217391304115,-0.11188811188811176,0.09214567792891604,0,True,False,-0.7092909583440926,0.6901605235614844
stripes,32,,37,sobel_si,True,24,RQ2,234,306,0.018260869565217552,0.018260869565217552,-0.06818181818181812,0.11028687817832762,0,True,False,-0.681464871387571,0.717986610518006
stripes,32,,37,luma_sd,True,24,RQ2,235,307,0.05217391304347824,0.05217391304347824,-0.046907854718128625,0.16447944006999127,0,True,False,-0.6475518279093102,0.7518996539962668
stripes,32,,37,edge_fraction,True,24,RQ2,236,308,-0.11130434782608689,-0.11130434782608689,-0.3288150415391342,0.04372540445999129,0,True,False,-0.8110300887788754,0.5884213931267016
stripes,32,,37,glcm_contrast,True,24,RQ2,237,309,0.024347826086956514,0.024347826086956514,-0.05933682373472937,0.1306851980945742,0,True,False,-0.675377914865832,0.724073567039745
stripes,32,,37,glcm_entropy,True,24,RQ2,238,310,-0.09999999999999987,-0.09999999999999987,-0.2623524267599475,0.03942181340341655,0,True,False,-0.7997257409527884,0.5997257409527886
stripes,32,,37,glcm_homogeneity,True,24,RQ2,239,311,0.016521739130434865,-0.016521739130434865,-0.13292522955837338,0.0783467953250104,0,True,False,-0.7162474800832234,0.6832040018223536
