omitted_source,distortion,level,seed,qp,feature,primary,n_images,family,reference_index,cell_index,raw_rho_difference,oriented_difference
kodim01.png,stripes,32,,22,glcm_entropy,True,23,RQ2,220,292,-0.12252964426877466,-0.12252964426877466
kodim01.png,stripes,32,,22,glcm_homogeneity,True,23,RQ2,221,293,-0.02371541501976282,0.02371541501976282
kodim01.png,stripes,32,,27,sobel_si,True,23,RQ2,222,294,0.09288537549407105,0.09288537549407105
kodim01.png,stripes,32,,27,luma_sd,True,23,RQ2,223,295,0.04644268774703558,0.04644268774703558
kodim01.png,stripes,32,,27,edge_fraction,True,23,RQ2,224,296,-0.08596837944664015,-0.08596837944664015
kodim01.png,stripes,32,,27,glcm_contrast,True,23,RQ2,225,297,0.10375494071146252,0.10375494071146252
kodim01.png,stripes,32,,27,glcm_entropy,True,23,RQ2,226,298,-0.1314229249011858,-0.1314229249011858
kodim01.png,stripes,32,,27,glcm_homogeneity,True,23,RQ2,227,299,-0.03063241106719372,0.03063241106719372
kodim01.png,stripes,32,,32,sobel_si,True,23,RQ2,228,300,0.02075098814229226,0.02075098814229226
kodim01.png,stripes,32,,32,luma_sd,True,23,RQ2,229,301,0.013833992094861608,0.013833992094861608
kodim01.png,stripes,32,,32,edge_fraction,True,23,RQ2,230,302,-0.10770750988142297,-0.10770750988142297
kodim01.png,stripes,32,,32,glcm_contrast,True,23,RQ2,231,303,0.045454545454545636,0.045454545454545636
kodim01.png,stripes,32,,32,glcm_entropy,True,23,RQ2,232,304,-0.13537549407114635,-0.13537549407114635
kodim01.png,stripes,32,,32,glcm_homogeneity,True,23,RQ2,233,305,0.009881422924901018,-0.009881422924901018
kodim01.png,stripes,32,,37,sobel_si,True,23,RQ2,234,306,0.021739130434782705,0.021739130434782705
kodim01.png,stripes,32,,37,luma_sd,True,23,RQ2,235,307,0.05138339920948615,0.05138339920948615
kodim01.png,stripes,32,,37,edge_fraction,True,23,RQ2,236,308,-0.125494071146245,-0.125494071146245
kodim01.png,stripes,32,,37,glcm_contrast,True,23,RQ2,237,309,0.03162055335968361,0.03162055335968361
kodim01.png,stripes,32,,37,glcm_entropy,True,23,RQ2,238,310,-0.10079051383399229,-0.10079051383399229
kodim01.png,stripes,32,,37,glcm_homogeneity,True,23,RQ2,239,311,0.01778656126482192,-0.01778656126482192
kodim02.png,awgn,5,20260811,22,sobel_si,True,23,RQ2,216,0,0.04150197628458496,0.04150197628458496
kodim02.png,awgn,5,20260811,22,luma_sd,True,23,RQ2,217,1,-0.06324110671936761,-0.06324110671936761
kodim02.png,awgn,5,20260811,22,edge_fraction,True,23,RQ2,218,2,-0.014822134387351804,-0.014822134387351804
kodim02.png,awgn,5,20260811,22,glcm_contrast,True,23,RQ2,219,3,0.05632411067193688,0.05632411067193688
kodim02.png,awgn,5,20260811,22,glcm_entropy,True,23,RQ2,220,4,-0.09090909090909105,-0.09090909090909105
kodim02.png,awgn,5,20260811,22,glcm_homogeneity,True,23,RQ2,221,5,0.02075098814229248,-0.02075098814229248
kodim02.png,awgn,5,20260811,27,sobel_si,True,23,RQ2,222,6,-0.008893280632411127,-0.008893280632411127
kodim02.png,awgn,5,20260811,27,luma_sd,True,23,RQ2,223,7,-0.07608695652173914,-0.07608695652173914
kodim02.png,awgn,5,20260811,27,edge_fraction,True,23,RQ2,224,8,0.00691699604743079,0.00691699604743079
kodim02.png,awgn,5,20260811,27,glcm_contrast,True,23,RQ2,225,9,0.059288537549407216,0.059288537549407216
kodim02.png,awgn,5,20260811,27,glcm_entropy,True,23,RQ2,226,10,-0.045454545454545525,-0.045454545454545525
kodim02.png,awgn,5,20260811,27,glcm_homogeneity,True,23,RQ2,227,11,-0.007905138339921014,0.007905138339921014
kodim02.png,awgn,5,20260811,32,sobel_si,True,23,RQ2,228,12,0.008893280632411127,0.008893280632411127
kodim02.png,awgn,5,20260811,32,luma_sd,True,23,RQ2,229,13,0.0009881422924901129,0.0009881422924901129
kodim02.png,awgn,5,20260811,32,edge_fraction,True,23,RQ2,230,14,0.007905138339921125,0.007905138339921125
kodim02.png,awgn,5,20260811,32,glcm_contrast,True,23,RQ2,231,15,0.020750988142292592,0.020750988142292592
kodim02.png,awgn,5,20260811,32,glcm_entropy,True,23,RQ2,232,16,-0.04446640316205541,-0.04446640316205541
kodim02.png,awgn,5,20260811,32,glcm_homogeneity,True,23,RQ2,233,17,-0.005928853754940788,0.005928853754940788
kodim02.png,awgn,5,20260811,37,sobel_si,True,23,RQ2,234,18,0.009881422924901129,0.009881422924901129
kodim02.png,awgn,5,20260811,37,luma_sd,True,23,RQ2,235,19,-0.0019762845849802257,-0.0019762845849802257
kodim02.png,awgn,5,20260811,37,edge_fraction,True,23,RQ2,236,20,-0.00988142292490124,-0.00988142292490124
kodim02.png,awgn,5,20260811,37,glcm_contrast,True,23,RQ2,237,21,0.008893280632411016,0.008893280632411016
kodim02.png,awgn,5,20260811,37,glcm_entropy,True,23,RQ2,238,22,-0.04347826086956519,-0.04347826086956519
kodim02.png,awgn,5,20260811,37,glcm_homogeneity,True,23,RQ2,239,23,0.007905138339921014,-0.007905138339921014
kodim02.png,awgn,15,20260811,22,sobel_si,True,23,RQ2,216,72,0.18004677833935634,0.18004677833935634
kodim02.png,awgn,15,20260811,22,luma_sd,True,23,RQ2,217,73,0.23972523710440666,0.23972523710440666
kodim02.png,awgn,15,20260811,22,edge_fraction,True,23,RQ2,218,74,-0.1124609224065426,-0.1124609224065426
kodim02.png,awgn,15,20260811,22,glcm_contrast,True,23,RQ2,219,75,-0.06900415085442868,-0.06900415085442868
kodim02.png,awgn,15,20260811,22,glcm_entropy,True,23,RQ2,220,76,-0.2889103768475124,-0.2889103768475124
kodim02.png,awgn,15,20260811,22,glcm_homogeneity,True,23,RQ2,221,77,0.13718474805230074,-0.13718474805230074
kodim02.png,awgn,15,20260811,27,sobel_si,True,23,RQ2,222,78,0.14426877470355737,0.14426877470355737
kodim02.png,awgn,15,20260811,27,luma_sd,True,23,RQ2,223,79,0.1966403162055336,0.1966403162055336
kodim02.png,awgn,15,20260811,27,edge_fraction,True,23,RQ2,224,80,-0.0662055335968379,-0.0662055335968379
kodim02.png,awgn,15,20260811,27,glcm_contrast,True,23,RQ2,225,81,-0.018774703557312145,-0.018774703557312145
kodim02.png,awgn,15,20260811,27,glcm_entropy,True,23,RQ2,226,82,-0.2638339920948616,-0.2638339920948616
kodim02.png,awgn,15,20260811,27,glcm_homogeneity,True,23,RQ2,227,83,0.09288537549407105,-0.09288537549407105
kodim02.png,awgn,15,20260811,32,sobel_si,True,23,RQ2,228,84,0.09980237154150196,0.09980237154150196
kodim02.png,awgn,15,20260811,32,luma_sd,True,23,RQ2,229,85,0.03162055335968378,0.03162055335968378
kodim02.png,awgn,15,20260811,32,edge_fraction,True,23,RQ2,230,86,-0.016798418972331808,-0.016798418972331808
kodim02.png,awgn,15,20260811,32,glcm_contrast,True,23,RQ2,231,87,0.022727272727272818,0.022727272727272818
kodim02.png,awgn,15,20260811,32,glcm_entropy,True,23,RQ2,232,88,-0.20652173913043492,-0.20652173913043492
kodim02.png,awgn,15,20260811,32,glcm_homogeneity,True,23,RQ2,233,89,0.011857707509881354,-0.011857707509881354
kodim02.png,awgn,15,20260811,37,sobel_si,True,23,RQ2,234,90,-0.04446640316205541,-0.04446640316205541
kodim02.png,awgn,15,20260811,37,luma_sd,True,23,RQ2,235,91,-0.11166007905138339,-0.11166007905138339
kodim02.png,awgn,15,20260811,37,edge_fraction,True,23,RQ2,236,92,0.0019762845849803368,0.0019762845849803368
kodim02.png,awgn,15,20260811,37,glcm_contrast,True,23,RQ2,237,93,0.0039525691699604515,0.0039525691699604515
kodim02.png,awgn,15,20260811,37,glcm_entropy,True,23,RQ2,238,94,-0.2361660079051382,-0.2361660079051382
kodim02.png,awgn,15,20260811,37,glcm_homogeneity,True,23,RQ2,239,95,0.0009881422924901129,-0.0009881422924901129
kodim02.png,awgn,30,20260811,22,sobel_si,True,23,RQ2,216,144,0.04562621579736614,0.04562621579736614
kodim02.png,awgn,30,20260811,22,luma_sd,True,23,RQ2,217,145,0.49967088378487245,0.49967088378487245
kodim02.png,awgn,30,20260811,22,edge_fraction,True,23,RQ2,218,146,-0.6135728724711667,-0.6135728724711667
kodim02.png,awgn,30,20260811,22,glcm_contrast,True,23,RQ2,219,147,-0.4539806884287305,-0.4539806884287305
kodim02.png,awgn,30,20260811,22,glcm_entropy,True,23,RQ2,220,148,-0.6981023834091583,-0.6981023834091583
kodim02.png,awgn,30,20260811,22,glcm_homogeneity,True,23,RQ2,221,149,0.950132635484556,-0.950132635484556
kodim02.png,awgn,30,20260811,27,sobel_si,True,23,RQ2,222,150,0.04940711462450609,0.04940711462450609
kodim02.png,awgn,30,20260811,27,luma_sd,True,23,RQ2,223,151,0.30335968379446643,0.30335968379446643
kodim02.png,awgn,30,20260811,27,edge_fraction,True,23,RQ2,224,152,-0.4110671936758893,-0.4110671936758893
kodim02.png,awgn,30,20260811,27,glcm_contrast,True,23,RQ2,225,153,-0.301383399209486,-0.301383399209486
kodim02.png,awgn,30,20260811,27,glcm_entropy,True,23,RQ2,226,154,-0.6225296442687747,-0.6225296442687747
kodim02.png,awgn,30,20260811,27,glcm_homogeneity,True,23,RQ2,227,155,0.7262845849802371,-0.7262845849802371
kodim02.png,awgn,30,20260811,32,sobel_si,True,23,RQ2,228,156,0.027667984189723382,0.027667984189723382
kodim02.png,awgn,30,20260811,32,luma_sd,True,23,RQ2,229,157,0.34881422924901173,0.34881422924901173
kodim02.png,awgn,30,20260811,32,edge_fraction,True,23,RQ2,230,158,-0.43181818181818166,-0.43181818181818166
kodim02.png,awgn,30,20260811,32,glcm_contrast,True,23,RQ2,231,159,-0.31719367588932795,-0.31719367588932795
kodim02.png,awgn,30,20260811,32,glcm_entropy,True,23,RQ2,232,160,-0.5513833992094862,-0.5513833992094862
kodim02.png,awgn,30,20260811,32,glcm_homogeneity,True,23,RQ2,233,161,0.7717391304347826,-0.7717391304347826
kodim02.png,awgn,30,20260811,37,sobel_si,True,23,RQ2,234,162,-0.07707509881422947,-0.07707509881422947
kodim02.png,awgn,30,20260811,37,luma_sd,True,23,RQ2,235,163,0.044466403162055385,0.044466403162055385
kodim02.png,awgn,30,20260811,37,edge_fraction,True,23,RQ2,236,164,-0.2529644268774702,-0.2529644268774702
kodim02.png,awgn,30,20260811,37,glcm_contrast,True,23,RQ2,237,165,-0.2075098814229248,-0.2075098814229248
kodim02.png,awgn,30,20260811,37,glcm_entropy,True,23,RQ2,238,166,-0.4634387351778654,-0.4634387351778654
