feature,variant,distortion,level,seed,qp,n_images,descriptor_rank_rho,cu_count_rank_rho,rho_clean,rho_noisy,clean_mean,clean_sd,clean_iqr,clean_min,clean_max,clean_range,clean_unique_values,clean_exact_one_count,noisy_mean,noisy_sd,noisy_iqr,noisy_min,noisy_max,noisy_range,noisy_unique_values,noisy_exact_one_count
luma_sd,primary,awgn,5,20260813,22,24,0.9999999999999999,0.9608695652173912,0.11130434782608695,0.09130434782608697,47.60766195452893,14.232016845913195,10.215770993899035,20.593882796303294,87.18909645914603,66.59521366284274,24,,47.76860732770493,14.015733853052579,10.156076539571075,21.166790731918578,86.54438286207325,65.37759213015467,24,
edge_fraction,primary,awgn,5,20260813,22,24,0.9930434782608696,0.9608695652173912,0.7869565217391303,0.817391304347826,0.31682665233195106,0.1468195313867354,0.2118555777402345,0.11404290175600267,0.6525700097271284,0.5385271079711258,24,0,0.34551293537432376,0.14661344576164917,0.21892438437515996,0.1412174269185481,0.6743024624993601,0.533085035580812,24,0
glcm_contrast,primary,awgn,5,20260813,22,24,0.966086956521739,0.9608695652173912,0.6347826086956522,0.7226086956521739,0.4277335816230643,0.25930318910845895,0.2522012967730025,0.16710404264322667,1.1643228904214835,0.9972188477782569,24,,0.51073479050416,0.2505717706720582,0.2453344124854302,0.2158727742124638,1.2258740676681081,1.0100012934556444,24,
glcm_entropy,primary,awgn,5,20260813,22,24,0.9739130434782608,0.9608695652173912,0.6704347826086956,0.6408695652173912,2.3654332276100907,0.3857020941997733,0.3933056182368171,1.1660324757786817,3.1428731738348312,1.9768406980561495,24,,2.516657052968316,0.36243342376468207,0.32300132685440675,1.293856980144298,3.2070992579792064,1.9132422778349083,24,
glcm_homogeneity,primary,awgn,5,20260813,22,24,0.9608695652173912,0.9608695652173912,-0.7139130434782609,-0.7243478260869565,0.8716240512044277,0.05409499919977894,0.06622044725747345,0.7469746214726523,0.9372633966933883,0.19028877522073606,24,,0.8333381349640314,0.04893290991280006,0.0529226377055273,0.7279697477224509,0.9134431558019298,0.18547340807947887,24,
glcm_contrast,levels32,awgn,5,20260813,22,24,0.9991304347826087,0.9608695652173912,0.6217391304347826,0.6556521739130434,5.432155634030951,3.9693098218884812,3.613699446852203,1.8581172909591763,17.126638770827647,15.26852147986847,24,,6.186079710562872,3.956447406395152,3.600319648971938,2.6526499498936267,17.841190459280604,15.188540509386977,24,
glcm_entropy,levels32,awgn,5,20260813,22,24,0.9913043478260869,0.9608695652173912,0.6895652173913043,0.6843478260869564,4.557684008151786,0.5560463504237281,0.5715063649947041,3.224283710099381,5.607529771250913,2.3832460611515325,24,,4.897080672373831,0.4526861306617815,0.433666721110022,3.6970982127054133,5.752228135295587,2.0551299225901736,24,
glcm_homogeneity,levels32,awgn,5,20260813,22,24,0.9878260869565216,0.9608695652173912,-0.8269565217391304,-0.7895652173913044,0.6574791114668138,0.1027615056417906,0.14117647526503507,0.42096069806493797,0.8034001164621348,0.38243941839719686,24,,0.5352045178235749,0.06876184824564782,0.0852183300799692,0.3827559464916472,0.6818250277155886,0.29906908122394144,24,
glcm_contrast,horizontal,awgn,5,20260813,22,24,0.9756521739130434,0.9608695652173912,0.6704347826086956,0.7330434782608695,0.3208253672142966,0.20701243688564883,0.24541230627865576,0.1227998696219035,1.0011408083441982,0.8783409387222947,24,,0.41029083373480707,0.19823248757606388,0.22175286048244042,0.17701118399608867,1.067824621088657,0.8908134370925684,24,
glcm_entropy,horizontal,awgn,5,20260813,22,24,0.9713043478260868,0.9608695652173912,0.6278260869565218,0.6130434782608696,2.2746677419141808,0.37061545193154344,0.38671099177547363,1.1162200986713104,3.05564129780395,1.9394211991326396,24,,2.4486562384249146,0.3461885573073071,0.29611367722810567,1.2604397629208939,3.1350725438719493,1.8746327809510555,24,
glcm_homogeneity,horizontal,awgn,5,20260813,22,24,0.9452173913043478,0.9608695652173912,-0.6834782608695652,-0.7660869565217391,0.8946888240990537,0.047316472775981694,0.05812988676729047,0.7867555598113505,0.9496778709728801,0.16292231116152966,24,,0.8524921342803057,0.0422407183267042,0.05203316458320095,0.7604070653327181,0.9234916310148698,0.16308456568215168,24,
sobel_si,primary,awgn,15,20260811,22,24,0.9982608695652174,0.7462492022465059,0.5539130434782609,0.846270948468357,86.76512355807665,24.928701610454887,28.903198983501156,51.75380456078816,157.11382891853802,105.36002435774986,24,,83.68500122843191,22.486378393199246,23.311762355628375,54.069553715533054,147.94307999715357,93.87352628162051,24,
luma_sd,primary,awgn,15,20260811,22,24,0.9999999999999999,0.7462492022465059,0.11130434782608695,0.4674929442977821,47.60766195452893,14.232016845913195,10.215770993899035,20.593882796303294,87.18909645914603,66.59521366284274,24,,49.55963340958794,13.11042413152633,9.336784132169377,25.287120479004688,85.71899133939435,60.431870860389665,24,
edge_fraction,primary,awgn,15,20260811,22,24,0.9695652173913042,0.7462492022465059,0.7869565217391303,0.761469902758527,0.31682665233195106,0.1468195313867354,0.2118555777402345,0.11404290175600267,0.6525700097271284,0.5385271079711258,24,0,0.6500072526834929,0.07818745305859014,0.08044911175958647,0.42975221420160753,0.7936236113244254,0.36387139712281785,24,0
glcm_contrast,primary,awgn,15,20260811,22,24,0.9147826086956522,0.7462492022465059,0.6347826086956522,0.677103734206183,0.4277335816230643,0.25930318910845895,0.2522012967730025,0.16710404264322667,1.1643228904214835,0.9972188477782569,24,,0.8848589386861505,0.24463856271750117,0.2416162443129013,0.5245152156714865,1.5594513707420612,1.0349361550705747,24,
glcm_entropy,primary,awgn,15,20260811,22,24,0.8530434782608696,0.7462492022465059,0.6704347826086956,0.5414220610704545,2.3654332276100907,0.3857020941997733,0.3933056182368171,1.1660324757786817,3.1428731738348312,1.9768406980561495,24,,2.9191977329209116,0.2589977193918995,0.23531903888379624,2.1603989468035447,3.4147018319511906,1.2543028851476459,24,
glcm_homogeneity,primary,awgn,15,20260811,22,24,0.9356521739130433,0.7462492022465059,-0.7139130434782609,-0.6797129971511008,0.8716240512044277,0.05409499919977894,0.06622044725747345,0.7469746214726523,0.9372633966933883,0.19028877522073606,24,,0.7132604326094585,0.037734848098341205,0.02601170751663029,0.6479262649352842,0.8354596545291639,0.18753338959387977,24,
glcm_contrast,levels32,awgn,15,20260811,22,24,0.9130434782608694,0.7462492022465059,0.6217391304347826,0.7414655535141567,5.432155634030951,3.9693098218884812,3.613699446852203,1.8581172909591763,17.126638770827647,15.26852147986847,24,,12.066592743533633,3.9269999005632545,4.003565737851629,8.122854153962669,23.370045992872818,15.24719183891015,24,
glcm_entropy,levels32,awgn,15,20260811,22,24,0.8799999999999999,0.7462492022465059,0.6895652173913043,0.5731680935669551,4.557684008151786,0.5560463504237281,0.5715063649947041,3.224283710099381,5.607529771250913,2.3832460611515325,24,,5.552320096530129,0.30402583336624994,0.2662900997203854,4.726121930929376,6.108136460104491,1.3820145291751151,24,
glcm_homogeneity,levels32,awgn,15,20260811,22,24,0.9339130434782608,0.7462492022465059,-0.8269565217391304,-0.675799102733724,0.6574791114668138,0.1027615056417906,0.14117647526503507,0.42096069806493797,0.8034001164621348,0.38243941839719686,24,,0.33174101850929727,0.036120975904099156,0.022323306880722205,0.2787390475421986,0.4689782386340067,0.19023919109180815,24,
glcm_contrast,horizontal,awgn,15,20260811,22,24,0.8773913043478261,0.7462492022465059,0.6704347826086956,0.663187665166621,0.3208253672142966,0.20701243688564883,0.24541230627865576,0.1227998696219035,1.0011408083441982,0.8783409387222947,24,,0.7880962417104866,0.1943808679483749,0.22812221136624,0.4490277664602347,1.4098175725228161,0.9607898060625815,24,
glcm_entropy,horizontal,awgn,15,20260811,22,24,0.8486956521739131,0.7462492022465059,0.6278260869565218,0.5131550458338445,2.2746677419141808,0.37061545193154344,0.38671099177547363,1.1162200986713104,3.05564129780395,1.9394211991326396,24,,2.8822960336350962,0.24685818326002373,0.193011681138612,2.1488358783854222,3.3732519090624367,1.2244160306770144,24,
