distortion,level,seed,qp,feature,primary,n_images,rho,oriented_rho,ci_low,ci_high,ci_invalid_resamples,ci_evaluable,ci_degenerate,permutation_p,holm_p,unique_feature_values,unique_density_values
awgn,30,20260812,22,glcm_contrast,False,24,0.3756521739130435,0.3756521739130435,-0.10363374376530254,0.7717533887188456,0,True,False,nan,nan,24,24
awgn,30,20260812,22,glcm_entropy,False,24,0.15565217391304348,0.15565217391304348,-0.3149859103062907,0.6063130206049978,0,True,False,nan,nan,24,24
awgn,30,20260812,22,glcm_homogeneity,False,24,0.03913043478260868,-0.03913043478260868,-0.3861646234676006,0.4458993539534091,0,True,False,nan,nan,24,24
awgn,30,20260812,27,sobel_si,False,24,0.7895652173913043,0.7895652173913043,0.5542907180385288,0.9074256012229364,0,True,False,nan,nan,24,24
awgn,30,20260812,27,luma_sd,False,24,0.6052173913043478,0.6052173913043478,0.25164113785557995,0.8135667396061269,0,True,False,nan,nan,24,24
awgn,30,20260812,27,edge_fraction,False,24,0.44956521739130434,0.44956521739130434,-0.004374453193350794,0.7719528178243775,0,True,False,nan,nan,24,24
awgn,30,20260812,27,glcm_contrast,False,24,0.4747826086956521,0.4747826086956521,0.025863584342926193,0.7895196506550217,0,True,False,nan,nan,24,24
awgn,30,20260812,27,glcm_entropy,False,24,0.28260869565217384,0.28260869565217384,-0.17844685271231558,0.6735654247806058,0,True,False,nan,nan,24,24
awgn,30,20260812,27,glcm_homogeneity,False,24,-0.045217391304347807,0.045217391304347807,-0.4345974796841177,0.3714560128871566,0,True,False,nan,nan,24,24
awgn,30,20260812,32,sobel_si,False,24,0.7982608695652174,0.7982608695652174,0.5247243165629933,0.9269382269198119,0,True,False,nan,nan,24,24
awgn,30,20260812,32,luma_sd,False,24,0.5782608695652174,0.5782608695652174,0.20685036933369824,0.8016601135867191,0,True,False,nan,nan,24,24
awgn,30,20260812,32,edge_fraction,False,24,0.4721739130434782,0.4721739130434782,0.031232139813253287,0.7602852059321186,0,True,False,nan,nan,24,24
awgn,30,20260812,32,glcm_contrast,False,24,0.48695652173913045,0.48695652173913045,0.04401214897122411,0.7898956538945018,0,True,False,nan,nan,24,24
awgn,30,20260812,32,glcm_entropy,False,24,0.2660869565217391,0.2660869565217391,-0.20213039344178002,0.6527090013641794,0,True,False,nan,nan,24,24
awgn,30,20260812,32,glcm_homogeneity,False,24,-0.04782608695652171,0.04782608695652171,-0.4207110783969873,0.3688834524337808,0,True,False,nan,nan,24,24
awgn,30,20260812,37,sobel_si,False,24,0.8391304347826087,0.8391304347826087,0.5789934354485777,0.9501965923984272,0,True,False,nan,nan,24,24
awgn,30,20260812,37,luma_sd,False,24,0.44260869565217387,0.44260869565217387,0.03478337954427797,0.7516515468238406,0,True,False,nan,nan,24,24
awgn,30,20260812,37,edge_fraction,False,24,0.6330434782608696,0.6330434782608696,0.2637554585152838,0.8302712160979879,0,True,False,nan,nan,24,24
awgn,30,20260812,37,glcm_contrast,False,24,0.6591304347826087,0.6591304347826087,0.3121933349380404,0.8546409807355515,0,True,False,nan,nan,24,24
awgn,30,20260812,37,glcm_entropy,False,24,0.4417391304347826,0.4417391304347826,0.028471309680245287,0.7439930100480558,0,True,False,nan,nan,24,24
awgn,30,20260812,37,glcm_homogeneity,False,24,-0.23826086956521736,0.23826086956521736,-0.5589660414261102,0.15785296064295945,0,True,False,nan,nan,24,24
awgn,30,20260813,22,sobel_si,False,24,0.671304347826087,0.671304347826087,0.3006113433671534,0.889811980760822,0,True,False,nan,nan,24,24
awgn,30,20260813,22,luma_sd,False,24,0.56,0.56,0.15465548445105465,0.7995605357443432,0,True,False,nan,nan,24,24
awgn,30,20260813,22,edge_fraction,False,24,0.29478260869565226,0.29478260869565226,-0.19212339827811914,0.701314594024121,0,True,False,nan,nan,24,24
awgn,30,20260813,22,glcm_contrast,False,24,0.3060869565217392,0.3060869565217392,-0.18130777498143943,0.7298304837059771,0,True,False,nan,nan,24,24
awgn,30,20260813,22,glcm_entropy,False,24,0.0791304347826087,0.0791304347826087,-0.39895013123359585,0.5500229657688155,0,True,False,nan,nan,24,24
awgn,30,20260813,22,glcm_homogeneity,False,24,0.041739130434782584,-0.041739130434782584,-0.3884522062145004,0.465149916012498,0,True,False,nan,nan,24,24
awgn,30,20260813,27,sobel_si,False,24,0.7591304347826087,0.7591304347826087,0.43320121957051083,0.9265413205072146,0,True,False,nan,nan,24,24
awgn,30,20260813,27,luma_sd,False,24,0.528695652173913,0.528695652173913,0.133216476774759,0.7722086617039793,0,True,False,nan,nan,24,24
awgn,30,20260813,27,edge_fraction,False,24,0.448695652173913,0.448695652173913,-0.015331377317008515,0.7802101576182136,0,True,False,nan,nan,24,24
awgn,30,20260813,27,glcm_contrast,False,24,0.45739130434782604,0.45739130434782604,-0.002182548422522095,0.7972027972027972,0,True,False,nan,nan,24,24
awgn,30,20260813,27,glcm_entropy,False,24,0.24695652173913035,0.24695652173913035,-0.22855268650256347,0.658644376673254,0,True,False,nan,nan,24,24
awgn,30,20260813,27,glcm_homogeneity,False,24,-0.11652173913043479,0.11652173913043479,-0.49387093860605236,0.3219605003503003,0,True,False,nan,nan,24,24
awgn,30,20260813,32,sobel_si,False,24,0.8145249159718566,0.8145249159718566,0.5576923076923077,0.9223380522145045,0,True,False,nan,nan,24,23
awgn,30,20260813,32,luma_sd,False,24,0.5322896407632421,0.5322896407632421,0.14623140042296368,0.780958369198654,0,True,False,nan,nan,24,23
awgn,30,20260813,32,edge_fraction,False,24,0.48967167932958383,0.48967167932958383,0.054800526085050406,0.7731755684004404,0,True,False,nan,nan,24,23
awgn,30,20260813,32,glcm_contrast,False,24,0.5170689402512213,0.5170689402512213,0.08093535621507027,0.8079794030832199,0,True,False,nan,nan,24,23
awgn,30,20260813,32,glcm_entropy,False,24,0.2648401889091621,0.2648401889091621,-0.1927737933193356,0.6445838562154887,0,True,False,nan,nan,24,23
awgn,30,20260813,32,glcm_homogeneity,False,24,-0.14350946197048187,0.14350946197048187,-0.4888403000323784,0.2754548874960018,0,True,False,nan,nan,24,23
awgn,30,20260813,37,sobel_si,False,24,0.7643478260869565,0.7643478260869565,0.4608280755206411,0.9148020457273427,0,True,False,nan,nan,24,24
awgn,30,20260813,37,luma_sd,False,24,0.37130434782608696,0.37130434782608696,-0.05180210032233119,0.6788846747559697,0,True,False,nan,nan,24,24
awgn,30,20260813,37,edge_fraction,False,24,0.6086956521739131,0.6086956521739131,0.2330564057717534,0.8242253341458524,0,True,False,nan,nan,24,24
awgn,30,20260813,37,glcm_contrast,False,24,0.5878260869565218,0.5878260869565218,0.2211487854251014,0.8168273444347065,0,True,False,nan,nan,24,24
awgn,30,20260813,37,glcm_entropy,False,24,0.31999999999999995,0.31999999999999995,-0.12259421489193804,0.6659379099256668,0,True,False,nan,nan,24,24
awgn,30,20260813,37,glcm_homogeneity,False,24,-0.268695652173913,0.268695652173913,-0.5682829027056634,0.12825480919676327,0,True,False,nan,nan,24,24
clean,0,,22,sobel_si,True,24,0.5539130434782609,0.5539130434782609,0.1288153946124423,0.8162729658792652,0,True,False,0.00597,0.26267999999999997,24,24
clean,0,,22,luma_sd,True,24,0.11130434782608695,0.11130434782608695,-0.36598163533012673,0.5544946428065783,0,True,False,0.60261,1.0,24,24
clean,0,,22,edge_fraction,True,24,0.7869565217391303,0.7869565217391303,0.4929552492258516,0.9230432881504154,0,True,False,2e-05,0.00284,24,24
clean,0,,22,glcm_contrast,True,24,0.6347826086956522,0.6347826086956522,0.23830345430695238,0.8692408951294427,0,True,False,0.00117,0.06786,24,24
clean,0,,22,glcm_entropy,True,24,0.6704347826086956,0.6704347826086956,0.28816466991167017,0.8895705521472395,0,True,False,0.00052,0.0338,24,24
clean,0,,22,glcm_homogeneity,True,24,-0.7139130434782609,0.7139130434782609,-0.908256880733945,-0.35908691834942935,0,True,False,0.00014,0.011619999999999998,24,24
clean,0,,27,sobel_si,True,24,0.6182608695652173,0.6182608695652173,0.25711658467411286,0.830106481709874,0,True,False,0.00152,0.08360000000000001,24,24
clean,0,,27,luma_sd,True,24,0.14608695652173914,0.14608695652173914,-0.3142391186163393,0.575367015495095,0,True,False,0.49335,1.0,24,24
clean,0,,27,edge_fraction,True,24,0.8208695652173914,0.8208695652173914,0.6042026933043818,0.9160104986876643,0,True,False,3e-05,0.00351,24,24
clean,0,,27,glcm_contrast,True,24,0.6817391304347826,0.6817391304347826,0.35313786213786247,0.860816398187377,0,True,False,0.00029,0.02059,24,24
clean,0,,27,glcm_entropy,True,24,0.7086956521739131,0.7086956521739131,0.3909571598164702,0.8842105263157893,0,True,False,0.00017,0.013260000000000001,24,24
clean,0,,27,glcm_homogeneity,True,24,-0.7521739130434784,0.7521739130434784,-0.8950132391369034,-0.47267162221250547,0,True,False,6e-05,0.00606,24,24
clean,0,,32,sobel_si,True,24,0.7095652173913043,0.7095652173913043,0.41834061135371176,0.8695271453590191,0,True,False,0.00016,0.01264,24,24
clean,0,,32,luma_sd,True,24,0.19043478260869562,0.19043478260869562,-0.24792304328815035,0.5984219174488327,0,True,False,0.37165,1.0,24,24
clean,0,,32,edge_fraction,True,24,0.8660869565217392,0.8660869565217392,0.7045454545454546,0.9301310043668121,0,True,False,2e-05,0.00284,24,24
clean,0,,32,glcm_contrast,True,24,0.7643478260869565,0.7643478260869565,0.506788718577513,0.8933456638117282,0,True,False,3e-05,0.00351,24,24
clean,0,,32,glcm_entropy,True,24,0.7434782608695651,0.7434782608695651,0.45414080184421407,0.8896672504378282,0,True,False,7e-05,0.00686,24,24
clean,0,,32,glcm_homogeneity,True,24,-0.8052173913043477,0.8052173913043477,-0.9032123241985157,-0.5881066899868823,0,True,False,2e-05,0.00284,24,24
clean,0,,37,sobel_si,True,24,0.7826086956521738,0.7826086956521738,0.5346187554776514,0.9063457330415755,0,True,False,2e-05,0.00284,24,24
clean,0,,37,luma_sd,True,24,0.21565217391304348,0.21565217391304348,-0.21799912625600698,0.6033205905958523,0,True,False,0.30973,1.0,24,24
clean,0,,37,edge_fraction,True,24,0.8965217391304348,0.8965217391304348,0.7589089309282886,0.951881014873141,0,True,False,1e-05,0.00168,24,24
clean,0,,37,glcm_contrast,True,24,0.8304347826086956,0.8304347826086956,0.6197530908907927,0.9246461472866052,0,True,False,1e-05,0.00168,24,24
clean,0,,37,glcm_entropy,True,24,0.7678260869565217,0.7678260869565217,0.4949667359607528,0.9032541776605101,0,True,False,3e-05,0.00351,24,24
clean,0,,37,glcm_homogeneity,True,24,-0.8382608695652174,0.8382608695652174,-0.9203152364273204,-0.6445414847161571,0,True,False,1e-05,0.00168,24,24
stripes,8,,22,sobel_si,True,24,0.606086956521739,0.606086956521739,0.2099737532808399,0.8447372437854338,0,True,False,0.00222,0.11100000000000002,24,24
stripes,8,,22,luma_sd,True,24,0.12956521739130436,0.12956521739130436,-0.32691466083150983,0.5539832295661126,0,True,False,0.5437,1.0,24,24
stripes,8,,22,edge_fraction,True,24,0.8199999999999998,0.8199999999999998,0.5595402206547407,0.9327217125382262,0,True,False,2e-05,0.00284,24,24
stripes,8,,22,glcm_contrast,True,24,0.6617391304347826,0.6617391304347826,0.2852739504721044,0.8777836061799396,0,True,False,0.00061,0.03782,24,24
stripes,8,,22,glcm_entropy,True,24,0.6704347826086956,0.6704347826086956,0.29755564363493353,0.882249560632689,0,True,False,0.00056,0.03584,24,24
stripes,8,,22,glcm_homogeneity,True,24,-0.7182608695652174,0.7182608695652174,-0.903795677707106,-0.36745406824146987,0,True,False,0.00013,0.011049999999999999,24,24
stripes,8,,27,sobel_si,True,24,0.671304347826087,0.671304347826087,0.3309980951298743,0.8686543627633199,0,True,False,0.00039,0.02613,24,24
stripes,8,,27,luma_sd,True,24,0.1956521739130435,0.1956521739130435,-0.24104803493449778,0.6003521515063028,0,True,False,0.35837,1.0,24,24
stripes,8,,27,edge_fraction,True,24,0.8321739130434782,0.8321739130434782,0.6198834313719054,0.9232111692844676,0,True,False,2e-05,0.00284,24,24
stripes,8,,27,glcm_contrast,True,24,0.7078260869565217,0.7078260869565217,0.38973763696292607,0.8860673506844596,0,True,False,0.00014,0.011619999999999998,24,24
stripes,8,,27,glcm_entropy,True,24,0.691304347826087,0.691304347826087,0.3703206559255777,0.8706306781647742,0,True,False,0.00027,0.01944,24,24
stripes,8,,27,glcm_homogeneity,True,24,-0.7426086956521739,0.7426086956521739,-0.8896672504378282,-0.45303214976392636,0,True,False,0.0001,0.0091,24,24
stripes,8,,32,sobel_si,True,24,0.7130434782608694,0.7130434782608694,0.41197029270423763,0.8799851065478262,0,True,False,0.00015,0.01215,24,24
stripes,8,,32,luma_sd,True,24,0.21130434782608692,0.21130434782608692,-0.2159108330346832,0.6038562664329536,0,True,False,0.32054,1.0,24,24
stripes,8,,32,edge_fraction,True,24,0.8626086956521738,0.8626086956521738,0.6831840979067022,0.9326348936378583,0,True,False,2e-05,0.00284,24,24
stripes,8,,32,glcm_contrast,True,24,0.7565217391304347,0.7565217391304347,0.4824868651488615,0.9010507880910681,0,True,False,5e-05,0.005350000000000001,24,24
stripes,8,,32,glcm_entropy,True,24,0.7330434782608696,0.7330434782608696,0.44696887639350524,0.8867924528301886,0,True,False,8e-05,0.007680000000000001,24,24
stripes,8,,32,glcm_homogeneity,True,24,-0.7869565217391303,0.7869565217391303,-0.8995194408038444,-0.5446136363636361,0,True,False,4e-05,0.004520000000000001,24,24
stripes,8,,37,sobel_si,True,24,0.8026086956521739,0.8026086956521739,0.5705521472392638,0.9168126094570926,0,True,False,2e-05,0.00284,24,24
stripes,8,,37,luma_sd,True,24,0.25043478260869567,0.25043478260869567,-0.18090440822865264,0.6247259973695747,0,True,False,0.23602,1.0,24,24
stripes,8,,37,edge_fraction,True,24,0.8895652173913042,0.8895652173913042,0.7281872637445851,0.9449781659388646,0,True,False,1e-05,0.00168,24,24
stripes,8,,37,glcm_contrast,True,24,0.837391304347826,0.837391304347826,0.6336546888694129,0.9306713470820536,0,True,False,1e-05,0.00168,24,24
stripes,8,,37,glcm_entropy,True,24,0.8060869565217391,0.8060869565217391,0.5824142218637632,0.9126256006989951,0,True,False,1e-05,0.00168,24,24
stripes,8,,37,glcm_homogeneity,True,24,-0.8460869565217392,0.8460869565217392,-0.920384951881015,-0.6538124452234884,0,True,False,1e-05,0.00168,24,24
stripes,16,,22,sobel_si,True,24,0.5756521739130435,0.5756521739130435,0.16072097588927417,0.8372011764512326,0,True,False,0.00391,0.18377000000000002,24,24
stripes,16,,22,luma_sd,True,24,0.17913043478260868,0.17913043478260868,-0.2836507860948318,0.5947374179431071,0,True,False,0.40066,1.0,24,24
stripes,16,,22,edge_fraction,True,24,0.817391304347826,0.817391304347826,0.5692273805489666,0.9212598425196852,0,True,False,2e-05,0.00284,24,24
stripes,16,,22,glcm_contrast,True,24,0.6860869565217391,0.6860869565217391,0.3174736553600032,0.8862144420131292,0,True,False,0.00025,0.0185,24,24
stripes,16,,22,glcm_entropy,True,24,0.6226086956521739,0.6226086956521739,0.2334610828286914,0.8476357267950961,0,True,False,0.00165,0.0891,24,24
stripes,16,,22,glcm_homogeneity,True,24,-0.7669565217391303,0.7669565217391303,-0.8863436123348016,-0.4971578487101006,0,True,False,2e-05,0.00284,24,24
stripes,16,,27,sobel_si,True,24,0.6373913043478261,0.6373913043478261,0.29230567597540086,0.8425196850393701,0,True,False,0.00101,0.0606,24,24
stripes,16,,27,luma_sd,True,24,0.1591304347826087,0.1591304347826087,-0.2937632574452278,0.5831859181997118,0,True,False,0.45745,1.0,24,24
stripes,16,,27,edge_fraction,True,24,0.8634782608695653,0.8634782608695653,0.6843025797988631,0.9271929824561402,0,True,False,2e-05,0.00284,24,24
stripes,16,,27,glcm_contrast,True,24,0.7504347826086956,0.7504347826086956,0.4626865671641791,0.9002210008212871,0,True,False,5e-05,0.005350000000000001,24,24
stripes,16,,27,glcm_entropy,True,24,0.6878260869565217,0.6878260869565217,0.37734898178676185,0.8589575120455542,0,True,False,0.00034,0.0238,24,24
stripes,16,,27,glcm_homogeneity,True,24,-0.8130434782608695,0.8130434782608695,-0.9067763036882122,-0.588595238095238,0,True,False,2e-05,0.00284,24,24
stripes,16,,32,sobel_si,True,24,0.7217391304347825,0.7217391304347825,0.42857142857142866,0.8829694323144104,0,True,False,0.00013,0.011049999999999999,24,24
stripes,16,,32,luma_sd,True,24,0.20173913043478262,0.20173913043478262,-0.22447630961205814,0.5958009831922474,0,True,False,0.34387,1.0,24,24
stripes,16,,32,edge_fraction,True,24,0.8730434782608696,0.8730434782608696,0.699825479930192,0.9411247803163445,0,True,False,2e-05,0.00284,24,24
stripes,16,,32,glcm_contrast,True,24,0.7895652173913044,0.7895652173913044,0.5303891560996938,0.9218269653052262,0,True,False,2e-05,0.00284,24,24
stripes,16,,32,glcm_entropy,True,24,0.717391304347826,0.717391304347826,0.42668972165689917,0.8792650918635171,0,True,False,9e-05,0.00855,24,24
stripes,16,,32,glcm_homogeneity,True,24,-0.8182608695652174,0.8182608695652174,-0.9164100307963043,-0.6014045871746624,0,True,False,2e-05,0.00284,24,24
stripes,16,,37,sobel_si,True,24,0.8217391304347825,0.8217391304347825,0.6050677151594583,0.9228746713409292,0,True,False,1e-05,0.00168,24,24
stripes,16,,37,luma_sd,True,24,0.2617391304347826,0.2617391304347826,-0.16865107866593987,0.6355674270345121,0,True,False,0.21489,1.0,24,24
stripes,16,,37,edge_fraction,True,24,0.8834782608695653,0.8834782608695653,0.7112860892388453,0.9482683033757124,0,True,False,1e-05,0.00168,24,24
stripes,16,,37,glcm_contrast,True,24,0.8573913043478261,0.8573913043478261,0.6605424321959756,0.9458987783595113,0,True,False,1e-05,0.00168,24,24
stripes,16,,37,glcm_entropy,True,24,0.7860869565217391,0.7860869565217391,0.5460122699386505,0.9058098591549293,0,True,False,1e-05,0.00168,24,24
stripes,16,,37,glcm_homogeneity,True,24,-0.8434782608695652,0.8434782608695652,-0.9240174672489082,-0.6498010055387239,0,True,False,1e-05,0.00168,24,24
stripes,32,,22,sobel_si,True,24,0.6121739130434782,0.6121739130434782,0.20701754385964907,0.8636959370904325,0,True,False,0.00193,0.10229,24,24
stripes,32,,22,luma_sd,True,24,0.1826086956521739,0.1826086956521739,-0.2777304647905405,0.5819576756051497,0,True,False,0.39127,1.0,24,24
stripes,32,,22,edge_fraction,True,24,0.6921739130434783,0.6921739130434783,0.36427117561608024,0.8567059851463521,0,True,False,0.00015,0.01215,24,24
stripes,32,,22,glcm_contrast,True,24,0.6965217391304348,0.6965217391304348,0.3286587633381648,0.9000876424189308,0,True,False,0.00022,0.0165,24,24
stripes,32,,22,glcm_entropy,True,24,0.5504347826086956,0.5504347826086956,0.1491218481270952,0.804282284869296,0,True,False,0.00625,0.26875,24,24
stripes,32,,22,glcm_homogeneity,True,24,-0.7356521739130434,0.7356521739130434,-0.8809132889054097,-0.4215804045488291,0,True,False,9e-05,0.00855,24,24
stripes,32,,27,sobel_si,True,24,0.6991304347826086,0.6991304347826086,0.38810927878092066,0.8769250906161901,0,True,False,0.00026,0.018979999999999997,24,24
stripes,32,,27,luma_sd,True,24,0.19130434782608696,0.19130434782608696,-0.24575495237599396,0.5917912538424802,0,True,False,0.36928,1.0,24,24
stripes,32,,27,edge_fraction,True,24,0.7460869565217391,0.7460869565217391,0.44692005242463956,0.8812668938567687,0,True,False,5e-05,0.005350000000000001,24,24
stripes,32,,27,glcm_contrast,True,24,0.7686956521739131,0.7686956521739131,0.48990253605478734,0.9070990359333919,0,True,False,4e-05,0.004520000000000001,24,24
stripes,32,,27,glcm_entropy,True,24,0.5808695652173912,0.5808695652173912,0.23069468335314194,0.7997365529978979,0,True,False,0.0037,0.1776,24,24
stripes,32,,27,glcm_homogeneity,True,24,-0.78,0.78,-0.895659798334064,-0.528687810763038,0,True,False,4e-05,0.004520000000000001,24,24
stripes,32,,32,sobel_si,True,24,0.7269565217391305,0.7269565217391305,0.4361832235190381,0.8879649890590811,0,True,False,0.0001,0.0091,24,24
stripes,32,,32,luma_sd,True,24,0.20521739130434785,0.20521739130434785,-0.21842657342657318,0.5875146015792133,0,True,False,0.33445,1.0,24,24
stripes,32,,32,edge_fraction,True,24,0.7704347826086956,0.7704347826086956,0.47700394218134046,0.9057612172717788,0,True,False,4e-05,0.004520000000000001,24,24
stripes,32,,32,glcm_contrast,True,24,0.8008695652173914,0.8008695652173914,0.5493204734765453,0.9223385689354275,0,True,False,1e-05,0.00168,24,24
stripes,32,,32,glcm_entropy,True,24,0.6121739130434782,0.6121739130434782,0.2812199274900676,0.8161961189794891,0,True,False,0.00205,0.10455,24,24
stripes,32,,32,glcm_homogeneity,True,24,-0.7956521739130435,0.7956521739130435,-0.9135437627570495,-0.5514665584907145,0,True,False,3e-05,0.00351,24,24
stripes,32,,37,sobel_si,True,24,0.8008695652173914,0.8008695652173914,0.5618951526991705,0.9196874788134465,0,True,False,2e-05,0.00284,24,24
stripes,32,,37,luma_sd,True,24,0.2678260869565217,0.2678260869565217,-0.1601049868766404,0.6331569664902998,0,True,False,0.2045,1.0,24,24
stripes,32,,37,edge_fraction,True,24,0.7852173913043479,0.7852173913043479,0.5061706773907593,0.9165935030728709,0,True,False,2e-05,0.00284,24,24
stripes,32,,37,glcm_contrast,True,24,0.8547826086956521,0.8547826086956521,0.6425723844166401,0.9378827646544183,0,True,False,1e-05,0.00168,24,24
stripes,32,,37,glcm_entropy,True,24,0.6678260869565218,0.6678260869565218,0.3545779708341497,0.8478355924792305,0,True,False,0.0006,0.03779999999999999,24,24
stripes,32,,37,glcm_homogeneity,True,24,-0.8217391304347825,0.8217391304347825,-0.9234171776147424,-0.5987650583759309,0,True,False,1e-05,0.00168,24,24
