distortion,level,seed,qp,feature,primary,n_images,source,oriented_feature_change,log_density_ratio,density_change_percent
awgn,5,20260811,27,sobel_si,True,24,kodim12.png,-1.972136700243965,0.22976279464872232,25.83014986776373
awgn,5,20260811,27,sobel_si,True,24,kodim13.png,-1.217064737942266,0.001055269851259365,0.10558268443976448
awgn,5,20260811,27,sobel_si,True,24,kodim14.png,-1.3086031877189725,0.04097700054709282,4.182814379259647
awgn,5,20260811,27,sobel_si,True,24,kodim15.png,-2.346976025848136,0.19421255580569255,21.435437359820565
awgn,5,20260811,27,sobel_si,True,24,kodim16.png,-2.101261765968438,0.27936107347480144,32.22846996152708
awgn,5,20260811,27,sobel_si,True,24,kodim17.png,-1.9824146917851948,0.12845980711191157,13.707571801566587
awgn,5,20260811,27,sobel_si,True,24,kodim18.png,-1.768642060431361,0.24190254365223166,27.36700595352408
awgn,5,20260811,27,sobel_si,True,24,kodim19.png,-2.2820052616068267,0.2901717546655422,33.66570453949096
awgn,5,20260811,27,sobel_si,True,24,kodim20.png,-2.2150320607389773,0.15596063507249783,16.878019323671502
awgn,5,20260811,27,sobel_si,True,24,kodim21.png,-3.0738653521064947,0.1137634795303269,12.048707541123683
awgn,5,20260811,27,sobel_si,True,24,kodim22.png,-1.7199141272039213,0.26867030684615884,30.82237575217295
awgn,5,20260811,27,sobel_si,True,24,kodim23.png,-1.7237326016395684,0.33111000880626756,39.251297257227556
awgn,5,20260811,27,sobel_si,True,24,kodim24.png,-3.016303996534319,0.02835675682161243,2.876263704969384
awgn,5,20260811,27,luma_sd,True,24,kodim01.png,0.28293515062059527,0.04223676115279952,4.314142488227235
awgn,5,20260811,27,luma_sd,True,24,kodim02.png,0.5744002663888494,0.11825979371070593,12.55364806866952
awgn,5,20260811,27,luma_sd,True,24,kodim03.png,0.26666878296803986,0.28207320165894245,32.58757727406536
awgn,5,20260811,27,luma_sd,True,24,kodim04.png,0.3105088394033899,0.22399813048600173,25.10686805357649
awgn,5,20260811,27,luma_sd,True,24,kodim05.png,0.18804334101533016,0.008039622771647048,0.8072027320707775
awgn,5,20260811,27,luma_sd,True,24,kodim06.png,-0.06836417610247736,0.16335324863322065,17.745254973702252
awgn,5,20260811,27,luma_sd,True,24,kodim07.png,0.30636263554629295,0.11180762979005689,11.829771278590172
